id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
37054,24,32388,RENT,1.0,MEDICAL,B,6000,10.71,0.19,N,4,0
51343,24,45000,RENT,8.0,MEDICAL,A,7000,7.29,0.16,N,4,0
47976,25,54000,RENT,0.0,HOMEIMPROVEMENT,A,14125,8.49,0.26,N,3,1
48464,22,56000,MORTGAGE,5.0,EDUCATION,A,10000,7.51,0.18,N,4,0
24020,23,37500,RENT,3.0,EDUCATION,A,1375,6.91,0.04,N,4,0
31242,23,55000,MORTGAGE,1.0,VENTURE,D,12500,15.65,0.21,N,2,1
36970,30,120000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,22000,11.71,0.18,N,8,0
27602,29,64500,RENT,4.0,EDUCATION,B,5000,11.89,0.08,N,9,0
51462,32,60000,MORTGAGE,3.0,MEDICAL,A,7500,5.42,0.13,N,7,0
27334,23,30000,MORTGAGE,7.0,VENTURE,B,9200,12.42,0.32,N,3,0
56137,23,50000,OWN,2.0,VENTURE,A,8000,6.76,0.16,N,4,0
9445,36,64000,MORTGAGE,17.0,DEBTCONSOLIDATION,D,3200,16.49,0.05,N,16,1
11330,22,60000,MORTGAGE,2.0,VENTURE,B,4000,10.99,0.07,N,2,0
22978,28,76000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,13500,9.99,0.18,N,6,0
48065,21,80000,MORTGAGE,5.0,PERSONAL,A,15000,6.54,0.19,N,3,0
50701,34,30000,RENT,0.0,VENTURE,D,4800,15.62,0.16,Y,7,1
56720,30,130000,MORTGAGE,3.0,PERSONAL,A,14000,6.62,0.11,N,9,0
9336,27,72000,MORTGAGE,6.0,EDUCATION,B,12000,10.38,0.17,N,5,0
38185,34,50000,RENT,1.0,HOMEIMPROVEMENT,A,2500,5.99,0.05,N,6,0
27067,28,110000,MORTGAGE,5.0,PERSONAL,A,5000,6.03,0.05,N,8,0
54218,26,52500,RENT,2.0,VENTURE,B,10000,11.48,0.18,N,2,0
17618,21,29000,MORTGAGE,5.0,MEDICAL,B,10000,10.99,0.34,N,2,0
27831,30,60000,RENT,5.0,MEDICAL,B,5500,10.36,0.09,N,9,0
9679,38,200000,RENT,0.0,VENTURE,A,10000,7.51,0.05,N,17,0
29858,28,70000,RENT,4.0,DEBTCONSOLIDATION,A,10000,8.94,0.14,N,9,0
49161,26,40000,RENT,0.0,VENTURE,B,4000,10.36,0.1,N,3,0
50407,25,90000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.62,0.11,N,3,0
43184,26,42000,RENT,0.0,PERSONAL,B,8000,10.0,0.19,N,3,0
30518,33,75000,RENT,5.0,MEDICAL,B,10000,10.99,0.13,N,5,0
6927,23,88000,RENT,0.0,HOMEIMPROVEMENT,D,10000,15.31,0.11,Y,3,1
20068,24,45000,RENT,2.0,DEBTCONSOLIDATION,A,9200,7.88,0.2,N,4,0
19029,22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0.14,N,3,0
35080,30,85000,RENT,14.0,MEDICAL,C,18000,14.27,0.21,Y,7,0
7066,25,30000,RENT,6.0,PERSONAL,A,3000,7.51,0.1,N,2,0
52142,28,43000,RENT,1.0,MEDICAL,B,12400,12.53,0.28,N,5,0
21584,24,60000,RENT,5.0,PERSONAL,D,9800,16.77,0.16,Y,4,0
44539,35,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,7.49,0.05,N,6,0
47849,29,30000,RENT,0.0,DEBTCONSOLIDATION,B,10000,10.99,0.33,N,5,1
42742,22,36000,RENT,0.0,MEDICAL,B,5000,10.25,0.14,N,2,0
8348,24,40000,RENT,5.0,MEDICAL,B,8000,10.74,0.2,N,3,0
57345,29,54200,MORTGAGE,13.0,HOMEIMPROVEMENT,A,4500,6.03,0.08,N,9,0
42910,22,30000,RENT,4.0,VENTURE,A,1750,7.49,0.06,N,4,1
22484,34,32000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.99,0.47,N,6,1
21721,23,60000,RENT,2.0,PERSONAL,B,25000,11.83,0.42,N,4,1
29352,23,70000,MORTGAGE,7.0,MEDICAL,C,10000,13.47,0.14,Y,4,0
14917,26,90000,MORTGAGE,5.0,MEDICAL,B,12000,11.71,0.13,N,3,0
4110,28,50000,MORTGAGE,4.0,EDUCATION,A,15000,6.91,0.3,N,10,0
8274,23,62000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0.32,N,3,0
28235,23,32000,RENT,4.0,MEDICAL,A,3000,6.99,0.09,N,4,0
2112,26,62000,MORTGAGE,9.0,PERSONAL,A,5000,6.92,0.08,N,2,0
57846,24,50000,RENT,0.0,VENTURE,A,12500,7.88,0.25,N,3,0
42576,29,60000,RENT,4.0,EDUCATION,B,7000,10.59,0.12,N,8,0
12661,27,120000,RENT,2.0,PERSONAL,C,10000,13.99,0.08,N,6,0
19000,36,90000,RENT,2.0,EDUCATION,A,15000,7.88,0.17,N,12,0
34974,27,55000,MORTGAGE,4.0,VENTURE,A,5000,8.0,0.09,N,9,0
45254,30,69996,RENT,0.0,PERSONAL,B,2000,10.65,0.03,N,9,0
43551,26,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,15000,12.73,0.19,Y,2,0
39439,29,40000,RENT,2.0,PERSONAL,C,16000,12.99,0.4,Y,7,1
43916,23,75000,MORTGAGE,7.0,EDUCATION,B,9600,12.69,0.13,N,3,0
316,28,27600,OWN,4.0,MEDICAL,B,6000,11.71,0.22,N,9,0
40113,27,110000,MORTGAGE,11.0,PERSONAL,A,9000,6.76,0.08,N,8,0
33039,23,42179,MORTGAGE,1.0,EDUCATION,B,10000,11.11,0.24,N,4,0
6378,23,70550,RENT,2.0,DEBTCONSOLIDATION,A,14000,8.49,0.16,N,4,1
38283,25,45000,MORTGAGE,0.0,EDUCATION,A,4000,6.76,0.09,N,2,0
26300,23,75000,MORTGAGE,7.0,EDUCATION,B,12000,10.99,0.16,N,2,0
17882,22,24000,RENT,0.0,PERSONAL,B,4800,11.36,0.2,N,4,0
15079,23,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,6.76,0.04,N,4,0
49011,24,105000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.25,0.19,N,4,0
29413,22,40000,OWN,2.0,PERSONAL,B,15000,11.36,0.38,N,3,0
16436,25,320000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,28000,7.49,0.09,N,4,0
54638,22,45600,MORTGAGE,7.0,EDUCATION,A,9000,7.51,0.19,N,2,0
37645,30,120000,RENT,0.0,MEDICAL,B,6000,10.65,0.05,N,9,0
2341,24,38400,RENT,7.0,MEDICAL,C,3000,11.28,0.08,N,3,0
21384,27,100500,MORTGAGE,11.0,MEDICAL,B,10000,12.69,0.1,N,8,0
22162,25,45000,MORTGAGE,8.0,EDUCATION,A,3000,5.79,0.07,N,3,0
25519,26,45000,RENT,4.0,EDUCATION,A,11200,7.29,0.25,N,4,0
39244,25,90000,RENT,7.0,MEDICAL,B,8000,10.36,0.09,N,3,0
5931,26,60000,OWN,10.0,EDUCATION,A,6000,7.74,0.1,N,4,0
39488,28,15000,RENT,0.0,MEDICAL,C,2250,13.49,0.15,Y,8,0
45074,26,16800,RENT,0.0,DEBTCONSOLIDATION,D,2500,16.0,0.14,N,3,1
39116,22,27000,RENT,6.0,VENTURE,B,5000,11.71,0.19,N,3,0
30648,36,80000,MORTGAGE,2.0,VENTURE,A,6000,6.03,0.07,N,11,0
43423,33,100000,MORTGAGE,17.0,VENTURE,D,21000,17.58,0.21,Y,6,0
22608,23,42492,RENT,7.0,EDUCATION,B,3600,11.71,0.08,N,3,0
43679,29,25000,RENT,0.0,EDUCATION,B,5000,10.62,0.2,N,6,0
25434,22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.14,0.09,N,4,0
28881,22,30000,MORTGAGE,4.0,MEDICAL,D,8000,14.54,0.27,N,4,1
31209,25,36000,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.38,0.19,N,2,0
32435,27,96000,MORTGAGE,3.0,VENTURE,A,5000,6.62,0.05,N,8,0
56771,24,40000,RENT,0.0,VENTURE,B,10000,10.36,0.25,N,3,0
8742,30,60000,RENT,2.0,PERSONAL,B,2500,12.18,0.04,N,6,0
7638,36,58000,OWN,5.0,VENTURE,B,3200,12.69,0.06,N,16,0
18154,26,40000,RENT,1.0,MEDICAL,B,4000,12.42,0.1,N,2,0
57884,27,62000,MORTGAGE,2.0,PERSONAL,A,9200,7.88,0.15,N,10,0
50399,28,50000,RENT,3.0,EDUCATION,B,3000,10.59,0.06,N,8,0
41472,24,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,18000,12.69,0.23,N,3,0
54502,25,36000,MORTGAGE,8.0,PERSONAL,A,3600,7.49,0.1,N,3,0
11995,25,59256,RENT,1.0,MEDICAL,C,17600,12.99,0.3,N,4,0
7208,28,113028,MORTGAGE,8.0,MEDICAL,B,12600,11.86,0.11,N,9,0
54271,33,30000,OWN,2.0,PERSONAL,A,6000,7.51,0.2,N,9,0
57589,28,60000,RENT,12.0,DEBTCONSOLIDATION,B,10000,10.37,0.17,N,10,0
37371,25,45000,RENT,8.0,PERSONAL,A,9000,7.51,0.19,N,4,0
11544,21,42000,RENT,2.0,VENTURE,C,4800,13.06,0.11,N,4,0
12292,21,75000,MORTGAGE,2.0,VENTURE,C,6000,15.06,0.08,Y,3,0
45359,23,36000,RENT,7.0,VENTURE,A,4800,7.51,0.13,N,4,0
52029,26,36996,RENT,0.0,MEDICAL,B,5000,9.99,0.14,N,4,0
13519,26,72000,MORTGAGE,4.0,MEDICAL,C,14000,12.68,0.19,Y,2,0
16406,24,56000,RENT,5.0,DEBTCONSOLIDATION,B,4200,10.59,0.07,N,3,0
15121,23,90000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0.22,N,2,0
57064,40,70000,MORTGAGE,2.0,EDUCATION,C,10000,14.27,0.14,Y,12,0
43837,24,85000,RENT,2.0,MEDICAL,A,14000,8.94,0.16,N,2,0
49077,22,48000,RENT,0.0,EDUCATION,A,6600,9.63,0.14,N,2,0
46982,28,85000,MORTGAGE,6.0,MEDICAL,B,15000,12.18,0.18,N,6,0
43130,23,65000,MORTGAGE,4.0,MEDICAL,A,2275,8.9,0.04,N,2,0
25933,34,67500,RENT,3.0,DEBTCONSOLIDATION,A,7000,6.92,0.1,N,5,0
57069,23,24000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,4,0
4690,40,50000,MORTGAGE,2.0,EDUCATION,D,10000,15.28,0.2,Y,17,0
52657,38,80000,RENT,5.0,VENTURE,C,14000,13.57,0.17,Y,12,0
23113,26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,7.66,0.06,N,4,0
2386,21,25000,RENT,3.0,EDUCATION,C,6400,10.91,0.26,N,3,0
34281,27,120000,RENT,3.0,DEBTCONSOLIDATION,B,14000,12.69,0.12,N,5,0
17411,22,25200,RENT,3.0,EDUCATION,C,4000,14.26,0.16,N,3,0
26540,27,65000,RENT,2.0,PERSONAL,A,15000,7.88,0.23,N,10,0
50669,29,60000,RENT,1.0,PERSONAL,A,3000,5.99,0.05,N,8,0
32690,24,142000,MORTGAGE,2.0,PERSONAL,C,6000,13.48,0.04,N,3,0
45941,46,95000,MORTGAGE,6.0,VENTURE,A,5000,7.51,0.05,N,16,0
32353,29,48840,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9000,5.79,0.19,N,7,0
32559,23,42000,RENT,3.0,PERSONAL,A,11500,7.88,0.27,N,4,0
27621,21,68000,MORTGAGE,5.0,EDUCATION,A,10000,6.03,0.15,N,4,0
45832,29,84000,MORTGAGE,6.0,VENTURE,D,10000,14.96,0.12,Y,9,0
30182,22,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13000,7.88,0.22,N,2,0
57335,25,42000,RENT,3.0,PERSONAL,E,10000,17.14,0.24,N,3,0
50151,42,42000,MORTGAGE,20.0,VENTURE,E,11500,18.79,0.26,N,11,0
48067,23,50000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.69,0.12,N,4,0
38147,24,40000,RENT,7.0,VENTURE,A,1500,7.51,0.04,N,4,0
45858,22,43000,RENT,6.0,EDUCATION,B,10000,11.49,0.23,N,4,0
52368,24,14400,RENT,3.0,VENTURE,B,2000,10.65,0.14,N,4,0
38833,25,17004,OWN,5.0,PERSONAL,B,4750,9.88,0.28,N,2,0
29052,27,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,9.76,0.1,N,9,0
23226,24,12000,RENT,2.0,EDUCATION,D,2000,15.65,0.17,Y,2,1
51481,25,30000,RENT,2.0,MEDICAL,B,10500,10.0,0.34,N,3,1
645,31,83500,RENT,3.0,VENTURE,B,3500,11.83,0.04,N,5,0
46030,42,65000,RENT,16.0,DEBTCONSOLIDATION,C,15000,13.47,0.23,Y,13,0
7285,29,37200,MORTGAGE,1.0,HOMEIMPROVEMENT,C,13500,11.34,0.35,N,7,0
27492,30,87600,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0.14,N,8,0
35169,29,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,4500,11.14,0.09,N,7,0
27936,36,93600,MORTGAGE,15.0,EDUCATION,A,21000,7.9,0.21,N,16,0
33818,24,48200,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.29,0.1,N,2,0
52564,26,45000,RENT,0.0,VENTURE,B,3000,12.42,0.07,N,2,0
16392,26,70000,RENT,10.0,PERSONAL,A,10000,7.51,0.14,N,3,0
82,24,75000,RENT,3.0,PERSONAL,B,15000,11.49,0.2,N,2,0
26557,32,60000,MORTGAGE,0.0,PERSONAL,A,8400,7.51,0.14,N,9,0
56274,28,52800,MORTGAGE,2.0,PERSONAL,B,4000,9.63,0.08,N,8,0
29905,27,30000,RENT,6.0,MEDICAL,A,4000,7.49,0.13,N,10,0
11797,36,49000,OWN,8.0,VENTURE,B,4000,12.18,0.08,N,14,0
56934,34,68000,RENT,4.0,PERSONAL,A,16000,5.99,0.23,Y,7,0
44869,26,32000,RENT,1.0,VENTURE,B,15000,10.0,0.48,N,3,1
47119,26,60000,MORTGAGE,0.0,VENTURE,B,5000,11.86,0.08,N,3,0
36766,43,40000,MORTGAGE,3.0,VENTURE,A,6000,8.94,0.15,N,11,0
39172,26,80004,RENT,3.0,EDUCATION,D,7150,16.77,0.09,Y,3,0
22662,28,140000,OWN,12.0,PERSONAL,B,24000,11.71,0.17,N,7,0
36451,21,70000,MORTGAGE,5.0,EDUCATION,B,25000,11.71,0.35,N,2,0
41161,29,120000,RENT,4.0,VENTURE,B,23475,10.99,0.19,N,6,0
18433,22,55000,RENT,6.0,VENTURE,A,8000,6.03,0.15,N,3,0
36660,25,62393,RENT,6.0,MEDICAL,D,25000,15.65,0.39,Y,4,1
14697,29,36000,MORTGAGE,3.0,EDUCATION,B,5600,11.49,0.16,N,10,0
56633,23,46000,RENT,3.0,MEDICAL,A,8400,7.51,0.18,N,2,0
30681,36,108000,RENT,8.0,EDUCATION,B,15000,10.37,0.14,N,14,0
28889,36,110000,MORTGAGE,0.0,MEDICAL,C,12500,11.91,0.11,Y,11,0
9484,27,45000,MORTGAGE,11.0,VENTURE,B,9000,11.49,0.2,N,8,0
35067,31,40000,RENT,2.0,MEDICAL,C,6000,13.23,0.15,N,10,0
55872,24,54000,RENT,0.0,EDUCATION,D,10000,16.45,0.19,N,2,1
14916,40,77000,MORTGAGE,5.0,MEDICAL,B,15000,12.21,0.19,N,14,0
16028,22,52000,RENT,6.0,EDUCATION,A,10000,7.88,0.19,N,4,0
40888,28,85000,MORTGAGE,9.0,EDUCATION,B,6000,8.88,0.07,N,7,0
8246,24,65000,MORTGAGE,6.0,EDUCATION,A,10000,7.49,0.15,N,3,0
18023,31,36300,RENT,6.0,HOMEIMPROVEMENT,A,13500,7.49,0.38,N,6,1
10794,30,105000,MORTGAGE,8.0,PERSONAL,A,8000,7.14,0.07,N,9,0
5372,27,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,15.27,0.11,Y,7,1
33804,31,42000,RENT,6.0,MEDICAL,B,2500,11.36,0.06,N,9,0
35602,23,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10400,7.66,0.16,N,2,0
2129,23,61836,RENT,0.0,DEBTCONSOLIDATION,E,10000,17.93,0.16,Y,4,1
57336,25,80000,RENT,6.0,EDUCATION,A,6000,5.99,0.07,N,4,0
24918,24,44000,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.91,0.11,Y,2,1
18097,24,57850,MORTGAGE,3.0,EDUCATION,B,4000,10.99,0.07,N,4,0
6229,24,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,7.9,0.18,N,4,0
40609,41,21600,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.51,0.07,N,16,0
56450,21,40000,RENT,4.0,VENTURE,D,4000,14.61,0.1,N,4,0
46407,24,135000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.83,0.09,N,4,0
16426,23,56000,RENT,7.0,MEDICAL,B,5600,10.99,0.09,N,2,0
3659,25,45000,RENT,2.0,PERSONAL,C,12000,13.85,0.27,Y,3,0
54237,23,48000,RENT,7.0,VENTURE,C,8500,14.35,0.18,Y,4,0
47655,24,30000,RENT,2.0,MEDICAL,B,10000,10.99,0.33,N,3,1
4730,23,70000,RENT,0.0,EDUCATION,C,10000,13.49,0.14,Y,2,0
8438,28,60000,MORTGAGE,12.0,MEDICAL,B,2500,11.89,0.04,N,7,0
57384,25,30000,MORTGAGE,9.0,MEDICAL,B,12000,11.83,0.4,N,4,0
20205,23,96500,MORTGAGE,3.0,EDUCATION,C,14500,12.61,0.15,Y,3,0
46382,30,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.36,0.2,N,9,0
55423,28,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8700,7.49,0.13,N,6,0
48298,38,70356,MORTGAGE,12.0,EDUCATION,A,6000,7.88,0.09,N,13,0
21320,31,40000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,7.51,0.38,N,9,0
20534,27,85000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,10000,13.61,0.12,N,9,0
47589,22,55000,MORTGAGE,7.0,MEDICAL,D,10000,16.49,0.18,Y,3,1
11792,22,56000,MORTGAGE,6.0,MEDICAL,A,12000,8.94,0.21,N,3,0
52960,25,36000,RENT,3.0,MEDICAL,A,10000,5.79,0.28,N,2,0
5652,30,100000,MORTGAGE,4.0,PERSONAL,B,12000,11.99,0.12,N,8,0
56829,32,80000,MORTGAGE,4.0,EDUCATION,E,15000,17.39,0.19,Y,10,0
51809,28,24000,OWN,7.0,EDUCATION,B,10000,12.69,0.41,N,8,0
40808,27,35000,RENT,1.0,VENTURE,B,10000,10.99,0.29,N,5,0
33022,32,75000,MORTGAGE,2.0,PERSONAL,A,6000,8.49,0.08,N,8,0
33808,30,60000,MORTGAGE,2.0,VENTURE,A,4125,6.99,0.07,N,5,0
58208,22,50000,RENT,6.0,VENTURE,D,10000,14.61,0.2,Y,2,0
9795,28,108000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8000,6.03,0.07,N,9,0
51800,26,78956,OWN,10.0,VENTURE,A,35000,6.91,0.45,N,3,0
56571,22,40000,RENT,2.0,EDUCATION,C,1500,11.78,0.04,N,4,0
1182,24,109000,MORTGAGE,3.0,PERSONAL,B,15000,10.59,0.14,N,2,0
38960,22,30000,MORTGAGE,4.0,MEDICAL,B,6000,10.99,0.2,N,4,0
7429,36,86400,RENT,0.0,EDUCATION,C,8000,13.49,0.09,Y,15,0
4450,22,50000,RENT,1.0,DEBTCONSOLIDATION,A,8000,7.29,0.16,N,2,0
27551,22,55000,RENT,3.0,MEDICAL,A,14000,8.59,0.25,N,2,0
6115,35,20000,RENT,4.0,MEDICAL,C,2000,13.23,0.1,N,8,0
8358,39,54000,RENT,9.0,PERSONAL,B,10000,11.71,0.19,N,12,0
49608,20,95004,MORTGAGE,4.0,EDUCATION,B,24250,10.75,0.26,N,3,0
35113,31,59000,RENT,11.0,VENTURE,D,10000,16.77,0.17,N,5,1
22402,26,56000,MORTGAGE,8.0,VENTURE,B,12000,10.38,0.21,N,4,0
36027,33,80000,OWN,4.0,HOMEIMPROVEMENT,A,6000,8.94,0.07,N,5,0
33468,24,75000,RENT,8.0,HOMEIMPROVEMENT,B,6000,10.59,0.08,N,4,0
13399,47,70000,RENT,1.0,EDUCATION,C,8000,12.84,0.11,N,11,0
37871,29,60000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,2500,12.69,0.04,N,10,0
12039,39,85000,RENT,4.0,MEDICAL,A,10000,8.9,0.12,N,14,0
21118,28,60000,RENT,1.0,MEDICAL,C,4000,13.49,0.07,Y,9,0
28635,23,60000,MORTGAGE,7.0,VENTURE,B,15000,11.11,0.25,N,4,0
348,32,87000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,0.11,N,6,0
51598,22,88824,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8875,7.66,0.1,N,2,0
46399,28,36000,RENT,1.0,PERSONAL,C,10000,13.49,0.28,Y,9,0
13549,40,58000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,6.17,0.26,N,14,0
11166,21,24000,RENT,5.0,MEDICAL,C,1500,14.27,0.06,Y,4,0
16783,25,27000,RENT,0.0,MEDICAL,B,7500,12.69,0.28,N,4,0
47371,26,130000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,14500,10.0,0.11,N,4,0
16430,30,99996,MORTGAGE,3.0,PERSONAL,D,7000,14.96,0.07,N,9,0
45263,24,36000,RENT,1.0,VENTURE,A,6000,8.9,0.17,N,3,0
29112,27,69996,RENT,7.0,DEBTCONSOLIDATION,C,3000,13.49,0.04,N,5,0
53808,32,95000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,5600,13.06,0.06,N,6,0
37379,34,33996,RENT,2.0,HOMEIMPROVEMENT,D,3200,15.95,0.1,N,5,1
6611,23,25000,RENT,1.0,HOMEIMPROVEMENT,D,7000,14.74,0.28,Y,2,1
18963,23,45000,MORTGAGE,7.0,MEDICAL,B,10000,10.65,0.22,N,3,0
46016,31,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,7.49,0.3,N,5,0
52481,33,55000,RENT,4.0,EDUCATION,C,5000,13.49,0.09,Y,8,0
57280,23,75000,MORTGAGE,7.0,EDUCATION,A,16000,7.51,0.21,N,2,0
43801,25,60000,RENT,0.0,EDUCATION,A,15000,7.88,0.25,N,2,0
50073,24,47000,RENT,1.0,VENTURE,B,5000,10.25,0.11,N,2,0
13041,21,42000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,7.14,0.21,N,3,0
21804,39,57000,MORTGAGE,7.0,EDUCATION,A,6000,6.03,0.11,N,13,0
56659,38,35000,RENT,2.0,MEDICAL,C,10000,13.48,0.29,N,17,0
13201,25,110000,MORTGAGE,8.0,VENTURE,B,5000,11.14,0.05,N,4,0
28716,26,35000,RENT,6.0,PERSONAL,A,5500,7.74,0.15,N,3,0
44542,28,115000,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0.27,N,9,0
23011,22,48500,RENT,6.0,MEDICAL,C,18000,12.29,0.37,Y,2,1
41020,25,24000,RENT,0.0,MEDICAL,C,4000,14.35,0.17,Y,4,0
14775,28,28956,RENT,2.0,VENTURE,A,3500,8.49,0.12,N,7,0
42706,22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,10.37,0.11,N,4,0
43746,23,60000,MORTGAGE,7.0,EDUCATION,B,7000,12.42,0.12,N,2,0
39827,48,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,8.07,0.11,N,14,0
31355,25,123000,RENT,3.0,VENTURE,C,15000,14.27,0.12,Y,2,1
16513,35,48000,RENT,9.0,MEDICAL,B,16000,12.18,0.31,N,5,1
52668,22,104000,MORTGAGE,6.0,EDUCATION,A,11000,9.32,0.11,N,2,0
40598,33,114000,RENT,0.0,PERSONAL,B,8000,9.45,0.07,N,6,0
28914,23,40000,OWN,2.0,PERSONAL,B,4000,11.36,0.1,N,3,0
5588,23,75000,RENT,0.0,EDUCATION,A,14400,8.94,0.19,N,4,0
55078,23,62000,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.12,0.08,N,2,0
2622,31,62000,RENT,0.0,EDUCATION,B,4000,10.99,0.06,N,9,0
38952,25,52000,RENT,0.0,PERSONAL,B,7000,10.65,0.13,N,3,0
28624,23,40000,MORTGAGE,7.0,EDUCATION,A,3000,6.76,0.07,N,3,0
35781,34,75000,RENT,2.0,DEBTCONSOLIDATION,A,6000,8.9,0.08,N,9,0
1005,24,75000,RENT,0.0,PERSONAL,B,5000,10.65,0.07,N,2,0
7567,24,52800,RENT,8.0,EDUCATION,C,15000,13.11,0.28,N,3,0
21348,31,70000,RENT,7.0,VENTURE,A,10000,7.66,0.14,N,6,0
3193,36,38760,RENT,0.0,EDUCATION,A,8000,7.4,0.21,N,17,1
56993,28,54996,RENT,2.0,DEBTCONSOLIDATION,A,12000,8.94,0.22,N,7,0
52204,24,31000,OTHER,0.0,VENTURE,B,8000,11.48,0.26,N,4,1
27448,22,45000,RENT,5.0,EDUCATION,B,2500,11.99,0.05,N,4,0
28355,44,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,5.42,0.11,N,17,0
53956,22,80000,RENT,0.0,MEDICAL,C,2400,13.72,0.03,Y,2,0
44688,43,36000,MORTGAGE,5.0,VENTURE,B,12000,10.37,0.33,N,17,0
32641,22,53636,MORTGAGE,5.0,EDUCATION,A,4000,5.99,0.07,N,2,0
43608,26,60000,RENT,7.0,EDUCATION,A,16000,7.9,0.27,N,4,0
44592,27,45000,RENT,0.0,MEDICAL,B,1800,10.25,0.04,N,7,0
2795,27,30000,RENT,3.0,VENTURE,A,10000,8.49,0.33,N,10,0
24754,29,27996,RENT,2.0,MEDICAL,B,1500,11.49,0.06,N,8,0
11299,23,38000,RENT,7.0,EDUCATION,B,2500,12.69,0.06,N,4,0
33287,27,80000,RENT,7.0,EDUCATION,B,7000,10.65,0.09,N,5,0
58115,27,42000,MORTGAGE,6.0,EDUCATION,C,3000,12.68,0.07,N,7,0
53450,22,42000,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.4,0.07,N,4,0
52425,21,52500,MORTGAGE,3.0,MEDICAL,D,9500,15.58,0.18,N,2,1
40969,25,95000,MORTGAGE,1.0,MEDICAL,B,8000,12.21,0.08,N,2,0
56237,30,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,6.03,0.1,N,8,0
22409,22,38004,RENT,3.0,MEDICAL,C,8500,13.11,0.22,N,2,0
42488,32,80000,RENT,1.0,HOMEIMPROVEMENT,B,20000,10.59,0.25,N,7,0
34920,37,40000,RENT,8.0,EDUCATION,D,7200,16.29,0.18,N,12,0
57655,24,90000,RENT,8.0,MEDICAL,B,7000,9.91,0.08,N,4,0
44983,26,105000,MORTGAGE,2.0,MEDICAL,B,6000,10.99,0.06,N,3,0
6054,31,38000,RENT,1.0,MEDICAL,B,2000,10.36,0.05,N,9,0
19184,25,37000,RENT,6.0,MEDICAL,B,10800,10.99,0.28,N,3,0
37852,28,29963,OWN,13.0,EDUCATION,C,10000,15.96,0.34,Y,8,0
43025,24,63996,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14400,10.75,0.23,N,4,0
51175,39,60000,RENT,7.0,MEDICAL,C,6000,13.49,0.1,N,14,0
35011,30,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,7.51,0.24,N,8,0
